"","longsite","spp","pres","sitenum","owner","site","habitat","Year","timing"
"2","1_prairie_1950","ACENEG",0,"1","CB","CB1","prairie",1950,"then"
"3","1_prairie_1950","ACHMIL",0,"1","CB","CB1","prairie",1950,"then"
"4","1_prairie_1950","ALLSTE",0,"1","CB","CB1","prairie",1950,"then"
"5","1_prairie_1950","AMBART",0,"1","CB","CB1","prairie",1950,"then"
"6","1_prairie_1950","AMOCAN",1,"1","CB","CB1","prairie",1950,"then"
"7","1_prairie_1950","ANDGER",1,"1","CB","CB1","prairie",1950,"then"
"8","1_prairie_1950","ANECAN",0,"1","CB","CB1","prairie",1950,"then"
"9","1_prairie_1950","ANECYL",1,"1","CB","CB1","prairie",1950,"then"
"10","1_prairie_1950","ANGATR",0,"1","CB","CB1","prairie",1950,"then"
"11","1_prairie_1950","APIAME",0,"1","CB","CB1","prairie",1950,"then"
"12","1_prairie_1950","APOAND",1,"1","CB","CB1","prairie",1950,"then"
"13","1_prairie_1950","APOCAN",0,"1","CB","CB1","prairie",1950,"then"
"14","1_prairie_1950","ASCSYR",0,"1","CB","CB1","prairie",1950,"then"
"15","1_prairie_1950","ASCVER",0,"1","CB","CB1","prairie",1950,"then"
"16","1_prairie_1950","ASTCAN",1,"1","CB","CB1","prairie",1950,"then"
"17","1_prairie_1950","BRIEUP",1,"1","CB","CB1","prairie",1950,"then"
"18","1_prairie_1950","BROINE",0,"1","CB","CB1","prairie",1950,"then"
"19","1_prairie_1950","CALSEP",0,"1","CB","CB1","prairie",1950,"then"
"20","1_prairie_1950","CARACA",0,"1","CB","CB1","prairie",1950,"then"
"21","1_prairie_1950","CARMEA",0,"1","CB","CB1","prairie",1950,"then"
"22","1_prairie_1950","CENSTO",0,"1","CB","CB1","prairie",1950,"then"
"23","1_prairie_1950","CICINT",0,"1","CB","CB1","prairie",1950,"then"
"24","1_prairie_1950","CIRDIS",0,"1","CB","CB1","prairie",1950,"then"
"25","1_prairie_1950","CONCAN",0,"1","CB","CB1","prairie",1950,"then"
"26","1_prairie_1950","CORPAL",1,"1","CB","CB1","prairie",1950,"then"
"27","1_prairie_1950","CORRAC",0,"1","CB","CB1","prairie",1950,"then"
"28","1_prairie_1950","DAUCAR",0,"1","CB","CB1","prairie",1950,"then"
"29","1_prairie_1950","DICLEI",0,"1","CB","CB1","prairie",1950,"then"
"30","1_prairie_1950","DODMEA",1,"1","CB","CB1","prairie",1950,"then"
"31","1_prairie_1950","ELYREP",0,"1","CB","CB1","prairie",1950,"then"
"32","1_prairie_1950","EQUSPP",1,"1","CB","CB1","prairie",1950,"then"
"33","1_prairie_1950","ERISTR",1,"1","CB","CB1","prairie",1950,"then"
"34","1_prairie_1950","ERYYUC",1,"1","CB","CB1","prairie",1950,"then"
"35","1_prairie_1950","EUPCOR",1,"1","CB","CB1","prairie",1950,"then"
"36","1_prairie_1950","EUPVIR",0,"1","CB","CB1","prairie",1950,"then"
"37","1_prairie_1950","EUTGRA",1,"1","CB","CB1","prairie",1950,"then"
"38","1_prairie_1950","FRAVIR",0,"1","CB","CB1","prairie",1950,"then"
"39","1_prairie_1950","GALBOR",1,"1","CB","CB1","prairie",1950,"then"
"40","1_prairie_1950","GERMAC",0,"1","CB","CB1","prairie",1950,"then"
"41","1_prairie_1950","HELGRO",0,"1","CB","CB1","prairie",1950,"then"
"42","1_prairie_1950","HELPAU",1,"1","CB","CB1","prairie",1950,"then"
"43","1_prairie_1950","HESSPA",1,"1","CB","CB1","prairie",1950,"then"
"44","1_prairie_1950","HEURIC",1,"1","CB","CB1","prairie",1950,"then"
"45","1_prairie_1950","HYPPER",0,"1","CB","CB1","prairie",1950,"then"
"46","1_prairie_1950","JUNVIR",0,"1","CB","CB1","prairie",1950,"then"
"47","1_prairie_1950","KOEMAC",1,"1","CB","CB1","prairie",1950,"then"
"48","1_prairie_1950","LACSPP",0,"1","CB","CB1","prairie",1950,"then"
"49","1_prairie_1950","LATVEN",1,"1","CB","CB1","prairie",1950,"then"
"50","1_prairie_1950","LEUVUL",0,"1","CB","CB1","prairie",1950,"then"
"51","1_prairie_1950","LIAASP",1,"1","CB","CB1","prairie",1950,"then"
"52","1_prairie_1950","LOBSPI",1,"1","CB","CB1","prairie",1950,"then"
"53","1_prairie_1950","LONMAA",0,"1","CB","CB1","prairie",1950,"then"
"54","1_prairie_1950","MAISTE",0,"1","CB","CB1","prairie",1950,"then"
"55","1_prairie_1950","MALIOE",0,"1","CB","CB1","prairie",1950,"then"
"56","1_prairie_1950","MELOFF",0,"1","CB","CB1","prairie",1950,"then"
"57","1_prairie_1950","MIRNYC",1,"1","CB","CB1","prairie",1950,"then"
"58","1_prairie_1950","MONFIS",0,"1","CB","CB1","prairie",1950,"then"
"59","1_prairie_1950","NAPDIO",0,"1","CB","CB1","prairie",1950,"then"
"60","1_prairie_1950","OENBIE",0,"1","CB","CB1","prairie",1950,"then"
"61","1_prairie_1950","OXAVIO",1,"1","CB","CB1","prairie",1950,"then"
"62","1_prairie_1950","PANVIR",0,"1","CB","CB1","prairie",1950,"then"
"63","1_prairie_1950","PARSPP",0,"1","CB","CB1","prairie",1950,"then"
"64","1_prairie_1950","PASSAT",0,"1","CB","CB1","prairie",1950,"then"
"65","1_prairie_1950","PHAARU",0,"1","CB","CB1","prairie",1950,"then"
"66","1_prairie_1950","PHYSPP",0,"1","CB","CB1","prairie",1950,"then"
"67","1_prairie_1950","POASPP",0,"1","CB","CB1","prairie",1950,"then"
"68","1_prairie_1950","POLBIF",0,"1","CB","CB1","prairie",1950,"then"
"69","1_prairie_1950","POLNUT",1,"1","CB","CB1","prairie",1950,"then"
"70","1_prairie_1950","POLREP",0,"1","CB","CB1","prairie",1950,"then"
"71","1_prairie_1950","POTREC",0,"1","CB","CB1","prairie",1950,"then"
"72","1_prairie_1950","PRERAC",1,"1","CB","CB1","prairie",1950,"then"
"73","1_prairie_1950","PYCVIR",1,"1","CB","CB1","prairie",1950,"then"
"74","1_prairie_1950","QUEMAC",0,"1","CB","CB1","prairie",1950,"then"
"75","1_prairie_1950","RATPIN",1,"1","CB","CB1","prairie",1950,"then"
"76","1_prairie_1950","RHACAT",0,"1","CB","CB1","prairie",1950,"then"
"77","1_prairie_1950","RHUGLA",0,"1","CB","CB1","prairie",1950,"then"
"78","1_prairie_1950","ROSSPP",1,"1","CB","CB1","prairie",1950,"then"
"79","1_prairie_1950","RUBSPP",0,"1","CB","CB1","prairie",1950,"then"
"80","1_prairie_1950","RUDHIR",1,"1","CB","CB1","prairie",1950,"then"
"81","1_prairie_1950","RUMCRI",0,"1","CB","CB1","prairie",1950,"then"
"82","1_prairie_1950","SCHSCO",1,"1","CB","CB1","prairie",1950,"then"
"83","1_prairie_1950","SILINT",0,"1","CB","CB1","prairie",1950,"then"
"84","1_prairie_1950","SILTER",0,"1","CB","CB1","prairie",1950,"then"
"85","1_prairie_1950","SMILAS",0,"1","CB","CB1","prairie",1950,"then"
"86","1_prairie_1950","SOLCAN",1,"1","CB","CB1","prairie",1950,"then"
"87","1_prairie_1950","SOLGIG",1,"1","CB","CB1","prairie",1950,"then"
"88","1_prairie_1950","SOLNEM",1,"1","CB","CB1","prairie",1950,"then"
"89","1_prairie_1950","SOLRIG",1,"1","CB","CB1","prairie",1950,"then"
"90","1_prairie_1950","SOLSPE",1,"1","CB","CB1","prairie",1950,"then"
"91","1_prairie_1950","SYMERI",1,"1","CB","CB1","prairie",1950,"then"
"92","1_prairie_1950","SYMLAE",1,"1","CB","CB1","prairie",1950,"then"
"93","1_prairie_1950","SYMNOV",1,"1","CB","CB1","prairie",1950,"then"
"94","1_prairie_1950","SYMOOL",1,"1","CB","CB1","prairie",1950,"then"
"95","1_prairie_1950","SYMPIL",0,"1","CB","CB1","prairie",1950,"then"
"96","1_prairie_1950","TAROFF",0,"1","CB","CB1","prairie",1950,"then"
"97","1_prairie_1950","THADAS",1,"1","CB","CB1","prairie",1950,"then"
"98","1_prairie_1950","TOXRAD",0,"1","CB","CB1","prairie",1950,"then"
"99","1_prairie_1950","TRADUB",0,"1","CB","CB1","prairie",1950,"then"
"100","1_prairie_1950","TRAOHI",1,"1","CB","CB1","prairie",1950,"then"
"101","1_prairie_1950","TRIPRA",0,"1","CB","CB1","prairie",1950,"then"
"102","1_prairie_1950","ULMSPP",0,"1","CB","CB1","prairie",1950,"then"
"103","1_prairie_1950","VERSTR",0,"1","CB","CB1","prairie",1950,"then"
"104","1_prairie_1950","VERVIR",0,"1","CB","CB1","prairie",1950,"then"
"105","1_prairie_1950","VICSAT",1,"1","CB","CB1","prairie",1950,"then"
"106","1_prairie_1950","VITRIP",0,"1","CB","CB1","prairie",1950,"then"
"108","1_prairie_2012","ACENEG",1,"1","CB","CB1","prairie",2012,"now"
"109","1_prairie_2012","ACHMIL",1,"1","CB","CB1","prairie",2012,"now"
"110","1_prairie_2012","ALLSTE",1,"1","CB","CB1","prairie",2012,"now"
"111","1_prairie_2012","AMBART",1,"1","CB","CB1","prairie",2012,"now"
"112","1_prairie_2012","AMOCAN",0,"1","CB","CB1","prairie",2012,"now"
"113","1_prairie_2012","ANDGER",0,"1","CB","CB1","prairie",2012,"now"
"114","1_prairie_2012","ANECAN",1,"1","CB","CB1","prairie",2012,"now"
"115","1_prairie_2012","ANECYL",0,"1","CB","CB1","prairie",2012,"now"
"116","1_prairie_2012","ANGATR",1,"1","CB","CB1","prairie",2012,"now"
"117","1_prairie_2012","APIAME",0,"1","CB","CB1","prairie",2012,"now"
"118","1_prairie_2012","APOAND",1,"1","CB","CB1","prairie",2012,"now"
"119","1_prairie_2012","APOCAN",0,"1","CB","CB1","prairie",2012,"now"
"120","1_prairie_2012","ASCSYR",1,"1","CB","CB1","prairie",2012,"now"
"121","1_prairie_2012","ASCVER",1,"1","CB","CB1","prairie",2012,"now"
"122","1_prairie_2012","ASTCAN",0,"1","CB","CB1","prairie",2012,"now"
"123","1_prairie_2012","BRIEUP",0,"1","CB","CB1","prairie",2012,"now"
"124","1_prairie_2012","BROINE",1,"1","CB","CB1","prairie",2012,"now"
"125","1_prairie_2012","CALSEP",1,"1","CB","CB1","prairie",2012,"now"
"126","1_prairie_2012","CARACA",1,"1","CB","CB1","prairie",2012,"now"
"127","1_prairie_2012","CARMEA",1,"1","CB","CB1","prairie",2012,"now"
"128","1_prairie_2012","CENSTO",1,"1","CB","CB1","prairie",2012,"now"
"129","1_prairie_2012","CICINT",1,"1","CB","CB1","prairie",2012,"now"
"130","1_prairie_2012","CIRDIS",0,"1","CB","CB1","prairie",2012,"now"
"131","1_prairie_2012","CONCAN",1,"1","CB","CB1","prairie",2012,"now"
"132","1_prairie_2012","CORPAL",0,"1","CB","CB1","prairie",2012,"now"
"133","1_prairie_2012","CORRAC",1,"1","CB","CB1","prairie",2012,"now"
"134","1_prairie_2012","DAUCAR",1,"1","CB","CB1","prairie",2012,"now"
"135","1_prairie_2012","DICLEI",1,"1","CB","CB1","prairie",2012,"now"
"136","1_prairie_2012","DODMEA",0,"1","CB","CB1","prairie",2012,"now"
"137","1_prairie_2012","ELYREP",1,"1","CB","CB1","prairie",2012,"now"
"138","1_prairie_2012","EQUSPP",1,"1","CB","CB1","prairie",2012,"now"
"139","1_prairie_2012","ERISTR",1,"1","CB","CB1","prairie",2012,"now"
"140","1_prairie_2012","ERYYUC",0,"1","CB","CB1","prairie",2012,"now"
"141","1_prairie_2012","EUPCOR",1,"1","CB","CB1","prairie",2012,"now"
"142","1_prairie_2012","EUPVIR",1,"1","CB","CB1","prairie",2012,"now"
"143","1_prairie_2012","EUTGRA",0,"1","CB","CB1","prairie",2012,"now"
"144","1_prairie_2012","FRAVIR",1,"1","CB","CB1","prairie",2012,"now"
"145","1_prairie_2012","GALBOR",1,"1","CB","CB1","prairie",2012,"now"
"146","1_prairie_2012","GERMAC",1,"1","CB","CB1","prairie",2012,"now"
"147","1_prairie_2012","HELGRO",1,"1","CB","CB1","prairie",2012,"now"
"148","1_prairie_2012","HELPAU",0,"1","CB","CB1","prairie",2012,"now"
"149","1_prairie_2012","HESSPA",0,"1","CB","CB1","prairie",2012,"now"
"150","1_prairie_2012","HEURIC",0,"1","CB","CB1","prairie",2012,"now"
"151","1_prairie_2012","HYPPER",1,"1","CB","CB1","prairie",2012,"now"
"152","1_prairie_2012","JUNVIR",1,"1","CB","CB1","prairie",2012,"now"
"153","1_prairie_2012","KOEMAC",1,"1","CB","CB1","prairie",2012,"now"
"154","1_prairie_2012","LACSPP",1,"1","CB","CB1","prairie",2012,"now"
"155","1_prairie_2012","LATVEN",0,"1","CB","CB1","prairie",2012,"now"
"156","1_prairie_2012","LEUVUL",1,"1","CB","CB1","prairie",2012,"now"
"157","1_prairie_2012","LIAASP",0,"1","CB","CB1","prairie",2012,"now"
"158","1_prairie_2012","LOBSPI",0,"1","CB","CB1","prairie",2012,"now"
"159","1_prairie_2012","LONMAA",1,"1","CB","CB1","prairie",2012,"now"
"160","1_prairie_2012","MAISTE",1,"1","CB","CB1","prairie",2012,"now"
"161","1_prairie_2012","MALIOE",0,"1","CB","CB1","prairie",2012,"now"
"162","1_prairie_2012","MELOFF",1,"1","CB","CB1","prairie",2012,"now"
"163","1_prairie_2012","MIRNYC",1,"1","CB","CB1","prairie",2012,"now"
"164","1_prairie_2012","MONFIS",1,"1","CB","CB1","prairie",2012,"now"
"165","1_prairie_2012","NAPDIO",0,"1","CB","CB1","prairie",2012,"now"
"166","1_prairie_2012","OENBIE",1,"1","CB","CB1","prairie",2012,"now"
"167","1_prairie_2012","OXAVIO",0,"1","CB","CB1","prairie",2012,"now"
"168","1_prairie_2012","PANVIR",1,"1","CB","CB1","prairie",2012,"now"
"169","1_prairie_2012","PARSPP",1,"1","CB","CB1","prairie",2012,"now"
"170","1_prairie_2012","PASSAT",1,"1","CB","CB1","prairie",2012,"now"
"171","1_prairie_2012","PHAARU",1,"1","CB","CB1","prairie",2012,"now"
"172","1_prairie_2012","PHYSPP",1,"1","CB","CB1","prairie",2012,"now"
"173","1_prairie_2012","POASPP",1,"1","CB","CB1","prairie",2012,"now"
"174","1_prairie_2012","POLBIF",1,"1","CB","CB1","prairie",2012,"now"
"175","1_prairie_2012","POLNUT",0,"1","CB","CB1","prairie",2012,"now"
"176","1_prairie_2012","POLREP",1,"1","CB","CB1","prairie",2012,"now"
"177","1_prairie_2012","POTREC",1,"1","CB","CB1","prairie",2012,"now"
"178","1_prairie_2012","PRERAC",0,"1","CB","CB1","prairie",2012,"now"
"179","1_prairie_2012","PYCVIR",1,"1","CB","CB1","prairie",2012,"now"
"180","1_prairie_2012","QUEMAC",0,"1","CB","CB1","prairie",2012,"now"
"181","1_prairie_2012","RATPIN",1,"1","CB","CB1","prairie",2012,"now"
"182","1_prairie_2012","RHACAT",1,"1","CB","CB1","prairie",2012,"now"
"183","1_prairie_2012","RHUGLA",1,"1","CB","CB1","prairie",2012,"now"
"184","1_prairie_2012","ROSSPP",1,"1","CB","CB1","prairie",2012,"now"
"185","1_prairie_2012","RUBSPP",1,"1","CB","CB1","prairie",2012,"now"
"186","1_prairie_2012","RUDHIR",0,"1","CB","CB1","prairie",2012,"now"
"187","1_prairie_2012","RUMCRI",1,"1","CB","CB1","prairie",2012,"now"
"188","1_prairie_2012","SCHSCO",1,"1","CB","CB1","prairie",2012,"now"
"189","1_prairie_2012","SILINT",1,"1","CB","CB1","prairie",2012,"now"
"190","1_prairie_2012","SILTER",1,"1","CB","CB1","prairie",2012,"now"
"191","1_prairie_2012","SMILAS",1,"1","CB","CB1","prairie",2012,"now"
"192","1_prairie_2012","SOLCAN",1,"1","CB","CB1","prairie",2012,"now"
"193","1_prairie_2012","SOLGIG",1,"1","CB","CB1","prairie",2012,"now"
"194","1_prairie_2012","SOLNEM",1,"1","CB","CB1","prairie",2012,"now"
"195","1_prairie_2012","SOLRIG",1,"1","CB","CB1","prairie",2012,"now"
"196","1_prairie_2012","SOLSPE",0,"1","CB","CB1","prairie",2012,"now"
"197","1_prairie_2012","SYMERI",1,"1","CB","CB1","prairie",2012,"now"
"198","1_prairie_2012","SYMLAE",1,"1","CB","CB1","prairie",2012,"now"
"199","1_prairie_2012","SYMNOV",0,"1","CB","CB1","prairie",2012,"now"
"200","1_prairie_2012","SYMOOL",0,"1","CB","CB1","prairie",2012,"now"
"201","1_prairie_2012","SYMPIL",1,"1","CB","CB1","prairie",2012,"now"
"202","1_prairie_2012","TAROFF",1,"1","CB","CB1","prairie",2012,"now"
"203","1_prairie_2012","THADAS",1,"1","CB","CB1","prairie",2012,"now"
"204","1_prairie_2012","TOXRAD",0,"1","CB","CB1","prairie",2012,"now"
"205","1_prairie_2012","TRADUB",1,"1","CB","CB1","prairie",2012,"now"
"206","1_prairie_2012","TRAOHI",1,"1","CB","CB1","prairie",2012,"now"
"207","1_prairie_2012","TRIPRA",1,"1","CB","CB1","prairie",2012,"now"
"208","1_prairie_2012","ULMSPP",1,"1","CB","CB1","prairie",2012,"now"
"209","1_prairie_2012","VERSTR",1,"1","CB","CB1","prairie",2012,"now"
"210","1_prairie_2012","VERVIR",1,"1","CB","CB1","prairie",2012,"now"
"211","1_prairie_2012","VICSAT",1,"1","CB","CB1","prairie",2012,"now"
"212","1_prairie_2012","VITRIP",1,"1","CB","CB1","prairie",2012,"now"
"213","10_1950_prairie","ALLCAN",1,"10","W","W10","prairie",1950,"then"
"214","10_1950_prairie","AMOCAN",1,"10","W","W10","prairie",1950,"then"
"215","10_1950_prairie","ANDGER",1,"10","W","W10","prairie",1950,"then"
"216","10_1950_prairie","ANECYL",1,"10","W","W10","prairie",1950,"then"
"217","10_1950_prairie","ASCSYR",1,"10","W","W10","prairie",1950,"then"
"218","10_1950_prairie","ASCVIR",1,"10","W","W10","prairie",1950,"then"
"219","10_1950_prairie","CALSEP",1,"10","W","W10","prairie",1950,"then"
"220","10_1950_prairie","CIRDIS",1,"10","W","W10","prairie",1950,"then"
"221","10_1950_prairie","COMUMB",1,"10","W","W10","prairie",1950,"then"
"222","10_1950_prairie","CORPAL",1,"10","W","W10","prairie",1950,"then"
"223","10_1950_prairie","DALPUR",1,"10","W","W10","prairie",1950,"then"
"224","10_1950_prairie","DICLEI",1,"10","W","W10","prairie",1950,"then"
"225","10_1950_prairie","FRAVIR",1,"10","W","W10","prairie",1950,"then"
"226","10_1950_prairie","HELSTR",1,"10","W","W10","prairie",1950,"then"
"227","10_1950_prairie","LATVEN",1,"10","W","W10","prairie",1950,"then"
"228","10_1950_prairie","LEUVUL",1,"10","W","W10","prairie",1950,"then"
"229","10_1950_prairie","MAISTE",1,"10","W","W10","prairie",1950,"then"
"231","10_1950_prairie","PARINT",1,"10","W","W10","prairie",1950,"then"
"232","10_1950_prairie","PHYVIR",1,"10","W","W10","prairie",1950,"then"
"233","10_1950_prairie","POLSEN",1,"10","W","W10","prairie",1950,"then"
"234","10_1950_prairie","POTCAN",1,"10","W","W10","prairie",1950,"then"
"235","10_1950_prairie","RATPIN",1,"10","W","W10","prairie",1950,"then"
"236","10_1950_prairie","ROSSPP",1,"10","W","W10","prairie",1950,"then"
"237","10_1950_prairie","SILLAC",1,"10","W","W10","prairie",1950,"then"
"238","10_1950_prairie","SILTER",1,"10","W","W10","prairie",1950,"then"
"239","10_1950_prairie","SOLNEM",1,"10","W","W10","prairie",1950,"then"
"240","10_1950_prairie","SOLRIG",1,"10","W","W10","prairie",1950,"then"
"241","10_1950_prairie","SPAPEC",1,"10","W","W10","prairie",1950,"then"
"242","10_1950_prairie","SYMALB",1,"10","W","W10","prairie",1950,"then"
"243","10_1950_prairie","SYMERI",1,"10","W","W10","prairie",1950,"then"
"244","10_1950_prairie","SYMLAE",1,"10","W","W10","prairie",1950,"then"
"245","10_1950_prairie","SYMPIL",1,"10","W","W10","prairie",1950,"then"
"246","10_1950_prairie","VICAME",1,"10","W","W10","prairie",1950,"then"
"247","10_1950_prairie","VICCAR",1,"10","W","W10","prairie",1950,"then"
"248","10_1950_prairie","ZIZAPT",1,"10","W","W10","prairie",1950,"then"
"249","10_2015_prairie","ACHMIL",1,"10","W","W10","prairie",2015,"now"
"250","10_2015_prairie","ALLCAN",1,"10","W","W10","prairie",2015,"now"
"251","10_2015_prairie","ALLCER",1,"10","W","W10","prairie",2015,"now"
"252","10_2015_prairie","AMBART",1,"10","W","W10","prairie",2015,"now"
"253","10_2015_prairie","ANDGER",1,"10","W","W10","prairie",2015,"now"
"254","10_2015_prairie","ANECYL",1,"10","W","W10","prairie",2015,"now"
"255","10_2015_prairie","APOCAN",1,"10","W","W10","prairie",2015,"now"
"256","10_2015_prairie","ARCMIN",1,"10","W","W10","prairie",2015,"now"
"257","10_2015_prairie","ASCSYR",1,"10","W","W10","prairie",2015,"now"
"258","10_2015_prairie","BROINE",1,"10","W","W10","prairie",2015,"now"
"259","10_2015_prairie","CALSEP",1,"10","W","W10","prairie",2015,"now"
"260","10_2015_prairie","CARSPP",1,"10","W","W10","prairie",2015,"now"
"261","10_2015_prairie","CORRAC",1,"10","W","W10","prairie",2015,"now"
"262","10_2015_prairie","DAUCAR",1,"10","W","W10","prairie",2015,"now"
"263","10_2015_prairie","ELYREP",1,"10","W","W10","prairie",2015,"now"
"264","10_2015_prairie","FRAPEN",1,"10","W","W10","prairie",2015,"now"
"265","10_2015_prairie","FRAVIR",1,"10","W","W10","prairie",2015,"now"
"266","10_2015_prairie","GEUALE",1,"10","W","W10","prairie",2015,"now"
"267","10_2015_prairie","HELPAU",1,"10","W","W10","prairie",2015,"now"
"268","10_2015_prairie","LONBEL",1,"10","W","W10","prairie",2015,"now"
"269","10_2015_prairie","MAISTE",1,"10","W","W10","prairie",2015,"now"
"271","10_2015_prairie","OENBIE",1,"10","W","W10","prairie",2015,"now"
"272","10_2015_prairie","OXASTR",1,"10","W","W10","prairie",2015,"now"
"273","10_2015_prairie","PHAARU",1,"10","W","W10","prairie",2015,"now"
"274","10_2015_prairie","PLALAN",1,"10","W","W10","prairie",2015,"now"
"275","10_2015_prairie","POAPRA",1,"10","W","W10","prairie",2015,"now"
"276","10_2015_prairie","PRUSER",1,"10","W","W10","prairie",2015,"now"
"277","10_2015_prairie","PRUVUL",1,"10","W","W10","prairie",2015,"now"
"278","10_2015_prairie","PYCVIR",1,"10","W","W10","prairie",2015,"now"
"279","10_2015_prairie","RATPIN",1,"10","W","W10","prairie",2015,"now"
"280","10_2015_prairie","RHACAT",1,"10","W","W10","prairie",2015,"now"
"281","10_2015_prairie","ROSMUL",1,"10","W","W10","prairie",2015,"now"
"282","10_2015_prairie","ROSSPP",1,"10","W","W10","prairie",2015,"now"
"283","10_2015_prairie","RUBOCC",1,"10","W","W10","prairie",2015,"now"
"284","10_2015_prairie","RUDHIR",1,"10","W","W10","prairie",2015,"now"
"285","10_2015_prairie","SILTER",1,"10","W","W10","prairie",2015,"now"
"286","10_2015_prairie","SOLCAN",1,"10","W","W10","prairie",2015,"now"
"287","10_2015_prairie","SOLRIG",1,"10","W","W10","prairie",2015,"now"
"288","10_2015_prairie","SYMERI",1,"10","W","W10","prairie",2015,"now"
"289","10_2015_prairie","SYMLAE",1,"10","W","W10","prairie",2015,"now"
"290","10_2015_prairie","SYMPIL",1,"10","W","W10","prairie",2015,"now"
"291","10_2015_prairie","TAROFF",1,"10","W","W10","prairie",2015,"now"
"292","10_2015_prairie","THADAS",1,"10","W","W10","prairie",2015,"now"
"293","10_2015_prairie","TRADUB",1,"10","W","W10","prairie",2015,"now"
"294","10_2015_prairie","VITRIP",1,"10","W","W10","prairie",2015,"now"
"296","10_prairie_1950","ACENEG",0,"10","CB","CB10","prairie",1950,"then"
"297","10_prairie_1950","ACHMIL",1,"10","CB","CB10","prairie",1950,"then"
"298","10_prairie_1950","AMBART",0,"10","CB","CB10","prairie",1950,"then"
"299","10_prairie_1950","AMBTRI",0,"10","CB","CB10","prairie",1950,"then"
"300","10_prairie_1950","AMPBRA",1,"10","CB","CB10","prairie",1950,"then"
"301","10_prairie_1950","ANDGER",1,"10","CB","CB10","prairie",1950,"then"
"302","10_prairie_1950","ANECAN",1,"10","CB","CB10","prairie",1950,"then"
"303","10_prairie_1950","ANECYL",0,"10","CB","CB10","prairie",1950,"then"
"304","10_prairie_1950","APIAME",0,"10","CB","CB10","prairie",1950,"then"
"305","10_prairie_1950","ARCMIN",0,"10","CB","CB10","prairie",1950,"then"
"306","10_prairie_1950","ARNPLA",1,"10","CB","CB10","prairie",1950,"then"
"307","10_prairie_1950","ARTLUD",1,"10","CB","CB10","prairie",1950,"then"
"308","10_prairie_1950","ARTSER",1,"10","CB","CB10","prairie",1950,"then"
"309","10_prairie_1950","ASCPUR",1,"10","CB","CB10","prairie",1950,"then"
"310","10_prairie_1950","ASCSYR",1,"10","CB","CB10","prairie",1950,"then"
"311","10_prairie_1950","BAPALB",1,"10","CB","CB10","prairie",1950,"then"
"312","10_prairie_1950","BAPBRA",1,"10","CB","CB10","prairie",1950,"then"
"313","10_prairie_1950","BROINE",0,"10","CB","CB10","prairie",1950,"then"
"314","10_prairie_1950","CALCAN",1,"10","CB","CB10","prairie",1950,"then"
"315","10_prairie_1950","CALSEP",0,"10","CB","CB10","prairie",1950,"then"
"316","10_prairie_1950","CHEALB",0,"10","CB","CB10","prairie",1950,"then"
"317","10_prairie_1950","CICINT",0,"10","CB","CB10","prairie",1950,"then"
"318","10_prairie_1950","CIRDIS",1,"10","CB","CB10","prairie",1950,"then"
"319","10_prairie_1950","COMUMB",1,"10","CB","CB10","prairie",1950,"then"
"320","10_prairie_1950","CONCAN",0,"10","CB","CB10","prairie",1950,"then"
"321","10_prairie_1950","CORRAC",1,"10","CB","CB10","prairie",1950,"then"
"322","10_prairie_1950","CRASPP",0,"10","CB","CB10","prairie",1950,"then"
"323","10_prairie_1950","DESCAN",1,"10","CB","CB10","prairie",1950,"then"
"324","10_prairie_1950","DICLEI",1,"10","CB","CB10","prairie",1950,"then"
"325","10_prairie_1950","ELYCAN",1,"10","CB","CB10","prairie",1950,"then"
"326","10_prairie_1950","ELYREP",0,"10","CB","CB10","prairie",1950,"then"
"327","10_prairie_1950","ELYVIR",1,"10","CB","CB10","prairie",1950,"then"
"328","10_prairie_1950","EQUSPP",0,"10","CB","CB10","prairie",1950,"then"
"329","10_prairie_1950","ERISTR",1,"10","CB","CB10","prairie",1950,"then"
"330","10_prairie_1950","ERYYUC",1,"10","CB","CB10","prairie",1950,"then"
"331","10_prairie_1950","EUPCOR",1,"10","CB","CB10","prairie",1950,"then"
"332","10_prairie_1950","FRAVIR",1,"10","CB","CB10","prairie",1950,"then"
"333","10_prairie_1950","GALBOR",1,"10","CB","CB10","prairie",1950,"then"
"334","10_prairie_1950","GAUBIE",1,"10","CB","CB10","prairie",1950,"then"
"335","10_prairie_1950","GENAND",1,"10","CB","CB10","prairie",1950,"then"
"336","10_prairie_1950","GERMAC",1,"10","CB","CB10","prairie",1950,"then"
"337","10_prairie_1950","HELGRO",1,"10","CB","CB10","prairie",1950,"then"
"338","10_prairie_1950","HELHEL",1,"10","CB","CB10","prairie",1950,"then"
"339","10_prairie_1950","HELPAU",1,"10","CB","CB10","prairie",1950,"then"
"340","10_prairie_1950","HELSTR",0,"10","CB","CB10","prairie",1950,"then"
"341","10_prairie_1950","HESMAT",0,"10","CB","CB10","prairie",1950,"then"
"342","10_prairie_1950","HEURIC",1,"10","CB","CB10","prairie",1950,"then"
"343","10_prairie_1950","HYDVIR",0,"10","CB","CB10","prairie",1950,"then"
"344","10_prairie_1950","HYPHIR",1,"10","CB","CB10","prairie",1950,"then"
"345","10_prairie_1950","IRIVIR",0,"10","CB","CB10","prairie",1950,"then"
"346","10_prairie_1950","LACSPP",1,"10","CB","CB10","prairie",1950,"then"
"347","10_prairie_1950","LATVEN",1,"10","CB","CB10","prairie",1950,"then"
