"","spp","site","extinct"
"4218","SYMOOL","CB13",1
"4219","SYMOOL","CB14",1
"4220","SYMOOL","CB15",1
"4221","SYMOOL","CB16",1
"4222","SYMOOL","CB199",1
"4223","SYMOOL","CB26",1
"4224","SYMOOL","CB27",1
"4225","SYMOOL","CB30",0
"4226","SYMOOL","CB35",1
"4227","SYMOOL","CB5",1
"4228","SYMOOL","CB50",1
"4229","SYMOOL","CB52",1
"4230","SYMOOL","CB56",1
"4231","SYMOOL","CB58",1
"4232","SYMOOL","CB6",1
"4233","SYMOOL","CB62",1
"4234","SYMOOL","CB64",1
"4235","SYMOOL","CB66",1
"4236","SYMOOL","CB68",1
"4237","SYMOOL","CB7",1
"4238","SYMOOL","CB74",1
"4239","SYMOOL","CB75",1
"4240","SYMOOL","CB76",0
"4241","SYMOOL","CB86",1
"4242","SYMOOL","CB9",0
"4243","SYMOOL","CB98",0
"4244","SYMOOL","W20",0
"4245","SYMOOL","W30",1
"4246","SYMPIL","CB115",0
"4247","SYMPIL","CB15",0
"4248","SYMPIL","CB26",0
"4249","SYMPIL","CB27",1
"4250","SYMPIL","CB37",0
"4251","SYMPIL","CB7",0
"4252","SYMPIL","CB75",1
"4253","SYMPIL","CB86",1
"4254","SYMPIL","W10",0
"4255","SYMPIL","W49",0
"4256","SYMPIL","W52",0
"4257","SYMPIL","W56",0
"4258","SYMPRE","CB10",1
"4259","SYMPRE","CB21",1
"4260","SYMPRE","CB64",1
"4261","SYMPRE","CB68",1
"4262","SYMPRE","CB76",1
"4263","SYMPRE","CB80",1
"4264","SYMPRE","CB89",1
"4265","SYMPRE","CB9",1
"4266","SYMSER","CB107",1
"4267","SYMSER","CB11",1
"4268","SYMSER","CB1163",1
"4269","SYMSER","CB1166",1
"4270","SYMSER","CB118",1
"4271","SYMSER","CB1188",1
"4272","SYMSER","CB1194",1
"4273","SYMSER","CB12",1
"4274","SYMSER","CB120",0
"4275","SYMSER","CB121",0
"4276","SYMSER","CB14",1
"4277","SYMSER","CB174",1
"4278","SYMSER","CB175",1
"4279","SYMSER","CB18",1
"4280","SYMSER","CB21",1
"4281","SYMSER","CB22",1
"4282","SYMSER","CB26",1
"4283","SYMSER","CB30",0
"4284","SYMSER","CB41",1
"4285","SYMSER","CB50",1
"4286","SYMSER","CB51",1
"4287","SYMSER","CB57",0
"4288","SYMSER","CB66",1
"4289","SYMSER","CB68",1
"4290","SYMSER","CB76",0
"4291","SYMSER","CB89",1
"4292","SYMSER","CB9",0
"4293","SYMURO","CB103",1
"4294","SYMURO","CB111",1
"4295","SYMURO","CB1145",1
"4296","SYMURO","CB1146",1
"4297","SYMURO","CB1147",1
"4298","SYMURO","CB1148",1
"4299","SYMURO","CB1157",0
"4300","SYMURO","CB1162",1
"4301","SYMURO","CB1165",1
"4302","SYMURO","CB1188",1
"4303","SYMURO","CB13",1
"4304","SYMURO","CB27",1
"4305","SYMURO","CB5",1
"4306","SYMURO","W20",1
"4307","TAEINT","CB1146",1
"4308","TAEINT","CB14",1
"4309","TAEINT","CB27",1
"4310","TAEINT","W58",1
"4311","TARSPP","CB1145",1
"4312","TEPVIR","CB1147",1
"4313","TEPVIR","CB174",1
"4314","TEPVIR","CB175",1
"4315","TEPVIR","CB62",1
"4316","TEPVIR","CB64",1
"4317","TEPVIR","CB66",1
"4318","THADAS","CB1",0
"4319","THADAS","CB10",0
"4320","THADAS","CB1146",1
"4321","THADAS","CB117",0
"4322","THADAS","CB1206",1
"4323","THADAS","CB13",0
"4324","THADAS","CB14",1
"4325","THADAS","CB15",1
"4326","THADAS","CB165",0
"4327","THADAS","CB170",1
"4328","THADAS","CB179",0
"4329","THADAS","CB2",1
"4330","THADAS","CB37",0
"4331","THADAS","CB51",1
"4332","THADAS","CB52",0
"4333","THADAS","CB53",0
"4334","THADAS","CB54",0
"4335","THADAS","CB55",0
"4336","THADAS","CB56",1
"4337","THADAS","CB6",1
"4338","THADAS","CB71",1
"4339","THADAS","CB73",0
"4340","THADAS","CB75",0
"4341","THADAS","CB98",0
"4342","THADAS","W41",0
"4343","THADAS","W45",0
"4344","THADAS","W56",0
"4345","THADIO","CB1187",1
"4346","THADIO","CB1189",1
"4347","THATRI","CB37",1
"4348","THEPAL","CB165",1
"4349","THEPAL","CB179",1
"4350","THEPAL","CB52",1
"4351","THEPAL","CB6",1
"4352","THEPAL","CB71",1
"4353","THEPAL","CB98",1
"4354","TOXRAD","CB10",1
"4355","TOXRAD","CB11",0
"4356","TOXRAD","CB1145",0
"4357","TOXRAD","CB1148",0
"4358","TOXRAD","CB1160",0
"4359","TOXRAD","CB1163",1
"4360","TOXRAD","CB117",0
"4361","TOXRAD","CB1187",0
"4362","TOXRAD","CB1188",0
"4363","TOXRAD","CB1189",0
"4364","TOXRAD","CB1190",0
"4365","TOXRAD","CB1194",1
"4366","TOXRAD","CB13",1
"4367","TOXRAD","CB14",0
"4368","TOXRAD","CB199",0
"4369","TOXRAD","CB22",1
"4370","TOXRAD","CB26",1
"4371","TOXRAD","CB27",0
"4372","TOXRAD","CB30",0
"4373","TOXRAD","CB58",0
"4374","TOXRAD","CB73",1
"4375","TOXRAD","CB74",1
"4376","TOXRAD","CB9",0
"4377","TRAOHI","CB1",0
"4378","TRAOHI","CB10",0
"4379","TRAOHI","CB102",0
"4380","TRAOHI","CB105",1
"4381","TRAOHI","CB107",0
"4382","TRAOHI","CB109",1
"4383","TRAOHI","CB1146",1
"4384","TRAOHI","CB1147",0
"4385","TRAOHI","CB1157",1
"4386","TRAOHI","CB1160",1
"4387","TRAOHI","CB1165",0
"4388","TRAOHI","CB1188",1
"4389","TRAOHI","CB120",0
"4390","TRAOHI","CB14",0
"4391","TRAOHI","CB15",0
"4392","TRAOHI","CB16",0
"4393","TRAOHI","CB170",1
"4394","TRAOHI","CB174",0
"4395","TRAOHI","CB175",0
"4396","TRAOHI","CB199",0
"4397","TRAOHI","CB2",0
"4398","TRAOHI","CB20",1
"4399","TRAOHI","CB21",0
"4400","TRAOHI","CB22",1
"4401","TRAOHI","CB26",0
"4402","TRAOHI","CB27",0
"4403","TRAOHI","CB50",0
"4404","TRAOHI","CB51",0
"4405","TRAOHI","CB52",0
"4406","TRAOHI","CB53",0
"4407","TRAOHI","CB54",0
"4408","TRAOHI","CB55",0
"4409","TRAOHI","CB56",0
"4410","TRAOHI","CB58",0
"4411","TRAOHI","CB6",0
"4412","TRAOHI","CB62",0
"4413","TRAOHI","CB64",0
"4414","TRAOHI","CB66",0
"4415","TRAOHI","CB68",0
"4416","TRAOHI","CB69",0
"4417","TRAOHI","CB71",0
"4418","TRAOHI","CB73",0
"4419","TRAOHI","CB74",0
"4420","TRAOHI","CB75",1
"4421","TRAOHI","CB98",0
"4422","TRAOHI","W58",0
"4423","TRASPP","CB1145",1
"4424","TRASPP","CB1162",1
"4425","TRIPEF","CB1157",1
"4426","TRIPEF","CB9",1
"4427","UVUGRA","CB1148",0
"4428","UVUGRA","CB1187",1
"4429","VACANG","CB1165",1
"4430","VALEDU","CB165",1
"4431","VALEDU","CB71",1
"4432","VALEDU","CB98",0
"4433","VERFAS","CB2",1
"4434","VERFAS","CB37",1
"4435","VERFAS","CB75",1
"4436","VERHAS","CB10",1
"4437","VERHAS","CB115",1
"4438","VERHAS","CB120",1
"4439","VERHAS","CB13",1
"4440","VERSTR","CB115",0
"4441","VERSTR","CB12",1
"4442","VERSTR","CB20",1
"4443","VERSTR","CB26",1
"4444","VERSTR","CB51",1
"4445","VERSTR","CB62",1
"4446","VERSTR","CB86",1
"4447","VERSTR","CB89",1
"4448","VERVIR","CB10",0
"4449","VERVIR","CB111",1
"4450","VERVIR","CB117",0
"4451","VERVIR","CB1206",1
"4452","VERVIR","CB13",1
"4453","VERVIR","CB15",0
"4454","VERVIR","CB165",1
"4455","VERVIR","CB179",0
"4456","VERVIR","CB2",1
"4457","VERVIR","CB5",1
"4458","VERVIR","CB51",0
"4459","VERVIR","CB52",0
"4460","VERVIR","CB53",0
"4461","VERVIR","CB54",1
"4462","VERVIR","CB55",1
"4463","VERVIR","CB56",1
"4464","VERVIR","CB6",1
"4465","VERVIR","CB62",1
"4466","VERVIR","CB66",1
"4467","VERVIR","CB71",1
"4468","VERVIR","CB73",0
"4469","VERVIR","CB75",1
"4470","VERVIR","CB98",0
"4471","VERVIR","W41",0
"4472","VICAME","CB102",1
"4473","VICAME","CB1146",1
"4474","VICAME","CB1162",1
"4475","VICAME","CB20",1
"4476","VICAME","CB26",1
"4477","VICAME","CB27",1
"4478","VICAME","CB50",1
"4479","VICAME","CB51",1
"4480","VICAME","CB53",1
"4481","VICAME","CB54",0
"4482","VICAME","CB55",1
"4483","VICAME","CB58",1
"4484","VICAME","CB66",0
"4485","VICAME","CB98",1
"4486","VICAME","W10",1
"4487","VICAME","W30",1
"4488","VICAME","W41",0
"4489","VICAME","W45",0
"4490","VICAME","W49",0
"4491","VICAME","W51",1
"4492","VICAME","W52",1
"4493","VICAME","W56",0
"4494","VICAME","W8",0
"4495","VICCAR","CB1146",1
"4496","VICCAR","W10",1
"4497","VICCAR","W8",1
"4498","VICSAT","CB1",0
"4499","VICSAT","CB109",1
"4500","VICSAT","CB2",1
"4501","VICSAT","CB50",1
"4502","VICSAT","CB51",1
"4503","VICSAT","CB53",0
"4504","VICSAT","CB56",0
"4505","VICVIL","CB115",1
"4506","VIOCUC","CB1146",1
"4507","VIOCUC","CB1148",1
"4508","VIOCUC","CB1187",1
"4509","VIOCUC","CB1188",1
"4510","VIOCUC","CB1189",1
"4511","VIOCUC","CB1206",1
"4512","VIOCUC","W20",1
"4513","VIOCUC","W30",1
"4514","VIOCUC","W41",1
"4515","VIOCUC","W45",1
"4516","VIOCUC","W51",1
"4517","VIOCUC","W52",1
"4518","VIOCUC","W56",1
"4519","VIOCUC","W58",1
"4520","VIOCUC","W8",1
"4521","VIOPTF","CB105",1
"4522","VIOPTF","CB111",1
"4523","VIOPTF","CB120",1
"4524","VIOPTF","CB174",1
"4525","VIOPTF","CB175",1
"4526","VIOPTF","CB20",1
"4527","VIOPTF","CB26",1
"4528","VIOPTF","CB30",1
"4529","VIOPTF","CB35",1
"4530","VIOPTF","CB51",1
"4531","VIOPTF","CB66",0
"4532","VIOPTF","CB68",1
"4533","VIOPTF","CB76",1
"4534","VIOPTF","CB86",1
"4535","VIOPTF","CB9",1
"4536","VIOSAG","CB1146",1
"4537","VIOSAG","CB1147",0
"4538","VIOSAG","CB1165",1
"4539","VIOSAG","CB120",1
"4540","VIOSAG","CB15",1
"4541","VIOSAG","CB37",1
"4542","VIOSAG","CB53",1
"4543","VITRIP","CB10",0
"4544","VITRIP","CB109",0
"4545","VITRIP","CB1145",0
"4546","VITRIP","CB1148",0
"4547","VITRIP","CB1157",0
"4548","VITRIP","CB1160",0
"4549","VITRIP","CB1162",0
"4550","VITRIP","CB1163",0
"4551","VITRIP","CB1165",0
"4552","VITRIP","CB1166",0
"4553","VITRIP","CB1187",0
"4554","VITRIP","CB1188",0
"4555","VITRIP","CB1189",0
"4556","VITRIP","CB1190",0
"4557","VITRIP","CB1194",0
"4558","VITRIP","CB12",0
"4559","VITRIP","CB1206",0
"4560","VITRIP","CB13",0
"4561","VITRIP","CB14",0
"4562","VITRIP","CB18",0
"4563","VITRIP","CB26",0
"4564","VITRIP","CB27",0
"4565","VITRIP","CB35",0
"4566","VITRIP","CB53",0
"4567","VITRIP","CB54",0
"4568","VITRIP","CB58",0
"4569","VITRIP","CB66",0
"4570","VITRIP","CB68",0
"4571","VITRIP","CB7",0
"4572","VITRIP","CB74",0
"4573","VITRIP","W20",1
"4574","VITRIP","W58",0
"4575","WOOILV","CB1165",1
"4576","ZANAME","CB1157",0
"4577","ZANAME","CB1187",0
"4578","ZIZAPT","CB109",1
"4579","ZIZAPT","CB30",1
"4580","ZIZAPT","CB50",1
"4581","ZIZAPT","CB51",1
"4582","ZIZAPT","CB98",0
"4583","ZIZAPT","W10",1
"4584","ZIZAPT","W30",1
"4585","ZIZAPT","W45",1
"4586","ZIZAPT","W51",0
"4587","ZIZAPT","W52",1
"4588","ZIZAPT","W56",0
"4589","ZIZAUR","CB10",1
"4590","ZIZAUR","CB102",1
"4591","ZIZAUR","CB111",1
"4592","ZIZAUR","CB1146",1
"4593","ZIZAUR","CB1188",1
"4594","ZIZAUR","CB1206",1
"4595","ZIZAUR","CB13",1
"4596","ZIZAUR","CB16",1
"4597","ZIZAUR","CB165",1
"4598","ZIZAUR","CB170",1
"4599","ZIZAUR","CB199",1
"4600","ZIZAUR","CB20",1
"4601","ZIZAUR","CB27",1
"4602","ZIZAUR","CB37",1
"4603","ZIZAUR","CB51",1
"4604","ZIZAUR","CB52",0
"4605","ZIZAUR","CB53",0
"4606","ZIZAUR","CB55",0
"4607","ZIZAUR","CB56",1
"4608","ZIZAUR","CB6",1
"4609","ZIZAUR","CB71",1
"4610","ZIZAUR","CB73",0
"4611","ZIZAUR","CB75",1
"4612","ZIZAUR","CB98",0
"4613","ZIZAUR","W56",0
